N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-28T21:14:45.726195,106469,5993,2427,5993,1074,5993,105,5993,3,5993,0,9683,4,1.0282589999987977
3,0,,2026-07-28T21:14:46.755554,107337,6076,2520,6076,1140,6076,86,6076,3,6076,3,9732,7,1.0289650000049733
3,0,,2026-07-28T21:14:47.784458,107596,5986,2396,5986,1139,5986,87,5986,3,5986,2,9559,6,1.028630399989197
3,0,,2026-07-28T21:14:48.811466,107594,5908,2397,5908,1113,5908,84,5908,3,5908,3,9557,4,1.0265702000033343
3,0,,2026-07-28T21:14:49.840496,107196,5902,2402,5902,1113,5902,85,5902,2,5902,1,9579,2,1.0287118999985978
3,0,,2026-07-28T21:14:50.868644,107470,5949,2473,5949,1080,5949,79,5949,4,5949,1,9563,6,1.0277404999942519
3,0,,2026-07-28T21:14:51.896384,107144,5809,2335,5809,1095,5809,84,5809,1,5809,3,9572,1,1.0273703999991994
3,0,,2026-07-28T21:14:52.923770,107686,6007,2476,6007,1160,6007,100,6007,4,6007,3,9505,5,1.0270485999935772
3,0,,2026-07-28T21:14:53.950333,107165,5880,2447,5880,1096,5880,85,5880,4,5880,4,9700,1,1.0263961000018753
3,0,,2026-07-28T21:14:54.977634,106975,5930,2467,5930,1093,5930,89,5930,2,5930,2,9597,4,1.0270397999993293
3,0,,2026-07-28T21:14:56.006941,107083,5861,2436,5861,1002,5861,86,5861,0,5861,1,9536,10,1.0289475000026869
3,0,,2026-07-28T21:14:57.035878,107976,5986,2431,5986,1086,5986,95,5986,5,5986,3,9621,3,1.0285872999957064
3,0,,2026-07-28T21:14:58.064513,107179,5877,2413,5877,1113,5877,86,5877,3,5877,2,9623,4,1.0281724000087706
3,0,,2026-07-28T21:14:59.092065,106759,5920,2443,5920,1093,5920,80,5920,3,5920,3,9684,3,1.0271478000067873
